Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,Goals,Assists,Points,PPG,PPA,PP Points,SHG,SHA,SHP,Hits,BLK,PIM,FOW,FOL,SOG,"""+/-""",VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
Mattias Ekholm,35,EDM,D,"$6,250,000",,,,74,51,18.36,0.70,2.00,21.06,6,19,25,1,2,3,0,0,0,38,77,20,0,0,101,10,178,244,109,206,8475218,,50.5,50.5
Mattias Janmark,33,EDM,"C,LW","$1,450,000",,,,78,53,11.00,0.06,1.48,12.54,5,9,14,0,0,0,1,0,1,28,19,21,37,40,43,-2,-549,716,-543,101,8477406,,53.3,53.3
Mattias Samuelsson,25,BUF,D,"$4,285,714",,,,72,49,18.56,0.04,2.71,21.31,3,8,11,0,0,0,0,0,0,77,93,15,0,0,57,4,-162,426,-231,142,8480807,,49.2,49.2
Matty Beniers,23,SEA,C,"$7,142,857",,,,82,58,16.31,2.77,0.69,19.77,15,23,38,5,6,11,0,0,0,28,53,11,366,405,103,-2,439,158,617,281,8482665,,58.0,58.0
Matvei Gridin,19,CGY,RW,"$875,000",,,,74,50,13.12,0.57,0.44,14.13,10,11,21,1,1,2,0,0,0,56,27,17,0,17,78,-2,-242,507,-215,155,8484860,,49.6,49.6
Matvei Michkov,21,PHI,RW,"$950,000",,,,80,56,13.18,2.52,0.02,15.73,18,21,39,5,6,11,0,0,0,27,18,31,4,10,127,0,459,149,486,253,8484387,,55.6,55.6
Mavrik Bourque,24,DAL,"C,RW","$950,000",,,,75,51,12.28,0.84,0.52,13.64,10,12,22,1,2,3,0,0,0,29,26,5,65,70,70,0,-368,614,-341,150,8482145,,51.2,51.2
Max Crozier,25,TBL,D,"$875,000",,,,74,51,15.18,0.40,0.60,16.19,3,12,15,0,1,1,0,0,0,54,58,18,0,0,62,2,-226,494,-294,137,8481719,,54.0,51.4
Max Domi,30,TOR,"C,RW","$3,750,000",,,,78,54,12.26,1.32,0.00,13.58,7,17,24,1,3,4,0,0,0,26,22,47,213,191,72,-4,176,246,203,196,8477503,,54.2,54.2
Max Sasson,25,VAN,C,"$775,000",,,,46,31,10.20,0.31,0.04,10.56,4,5,9,0,0,0,0,0,0,17,16,4,62,86,30,-1,-1044,796,-866,68,8484136,,31.4,31.4
Max Shabanov,25,NYI,RW,"$875,000",,,,74,51,12.17,0.76,0.34,13.27,11,12,23,1,2,3,0,0,0,53,24,15,0,2,75,0,-229,496,-202,158,8485702,,50.5,50.5
Maxim Tsyplakov,27,NYI,LW,"$2,250,000",,,,78,53,11.11,1.04,0.01,12.17,7,12,19,1,2,3,0,0,0,93,22,16,8,16,65,-1,-219,483,-213,147,8484958,,53.3,53.3
Michael Amadio,29,OTT,RW,"$2,600,000",,,,78,54,14.09,0.39,0.43,14.92,10,12,22,1,1,2,0,0,0,78,36,10,16,14,73,5,-197,464,-171,166,8478020,,54.2,54.2
Michael Brandsegg-Nygard,20,DET,RW,"$875,000",,,,74,51,12.06,0.72,0.38,13.16,9,11,20,1,2,3,0,0,0,97,26,17,0,0,75,-2,-153,420,-126,162,8484794,,50.5,50.5
Michael Bunting,30,NSH,LW,"$4,500,000",,,,76,53,12.66,2.24,0.00,14.90,13,16,29,5,5,10,0,0,0,34,15,29,6,14,91,-9,135,271,141,190,8478047,,52.8,52.8
Michael Callahan,26,BOS,D,"$875,000",,,,74,50,13.45,0.05,0.96,14.45,2,7,9,0,0,0,0,0,0,24,52,13,0,0,35,-2,-590,731,-658,84,8480828,,49.6,49.6
Michael Carcone,29,UTA,"LW,RW","$775,000",,,,60,40,11.00,0.47,0.01,11.48,8,8,16,0,1,1,0,0,0,53,10,20,1,3,64,1,-430,664,-424,126,8479619,,40.2,40.2
Michael Eyssimont,29,BOS,"LW,RW","$1,450,000",,,,77,52,10.77,0.55,0.02,11.34,8,7,15,1,1,2,0,0,0,53,19,38,2,5,96,-1,-132,403,-126,166,8479591,,51.6,51.6
Michael Kesselring,26,BUF,D,"$1,400,000",,,,80,50,15.31,0.56,0.60,16.47,4,12,16,0,2,2,0,0,0,50,45,39,0,0,74,1,-12,344,-80,155,8480891,,50.0,54.6
Michael McCarron,30,NSH,C,"$900,000",,,,76,53,11.54,0.09,2.20,13.84,6,9,15,0,0,0,0,1,1,129,45,51,354,307,66,-5,270,217,448,227,8477446,,56.0,52.8
Michael Misa,18,SJS,C,"$925,000",,,,76,51,11.75,0.81,0.40,12.96,10,12,22,1,2,3,0,0,0,51,27,17,71,64,74,-1,-326,583,-148,167,8485402,,51.0,51.0
Michael Rasmussen,26,DET,"C,LW","$3,200,000",,,,77,53,10.81,0.81,1.11,12.73,10,11,21,1,2,3,0,1,1,75,41,20,143,112,63,-1,0,334,6,182,8479992,,52.6,52.6
Mika Zibanejad,32,NYR,"C,RW","$8,500,000",,,,82,55,15.22,2.84,1.90,19.97,19,28,47,9,10,19,1,1,2,62,37,15,391,329,147,-9,1124,31,1151,367,8476459,,55.0,55.0
Mikael Backlund,36,CGY,C,"$4,500,000",,,,79,53,13.80,1.24,2.46,17.50,10,16,26,1,2,3,1,1,2,33,26,14,510,476,117,3,129,274,307,279,8474150,,53.0,53.0
Mikael Granlund,33,ANA,"C,RW","$7,000,000",,,,81,53,13.61,2.92,1.50,18.04,12,26,38,4,11,15,0,1,1,31,36,16,349,321,95,-9,598,109,625,273,8475798,,53.0,55.3
Mike Matheson,31,MTL,D,"$4,875,000",,,,78,55,20.16,1.31,3.62,25.09,6,23,29,1,5,6,0,1,1,42,115,37,0,0,92,1,610,100,542,230,8476875,,55.2,55.2
Mike Reilly,32,CAR,D,"$1,100,000",,,,68,47,14.39,1.11,0.73,16.23,3,12,15,0,3,3,0,0,0,19,50,14,0,0,73,6,-324,578,-392,137,8476422,,47.3,47.3
Mikey Anderson,26,LAK,D,"$4,125,000",,,,77,54,17.37,0.07,2.87,20.31,3,11,14,0,0,0,0,1,1,67,81,14,0,0,48,7,-213,480,-282,134,8479998,,53.5,53.5
Mikhail Sergachev,27,UTA,D,"$8,500,000",,,,78,52,18.85,3.13,2.72,24.70,7,31,38,2,14,16,0,1,1,27,90,27,0,0,98,-7,741,80,673,244,8479410,,52.3,52.3
Mikko Rantanen,29,DAL,RW,"$12,000,000",,,,78,53,16.55,3.92,0.02,20.49,24,35,59,7,17,24,0,0,0,40,35,41,45,45,140,4,1364,10,1391,350,8478420,,53.3,53.3
Miles Wood,30,CBJ,LW,"$2,500,000",,,,70,48,11.70,0.11,0.74,12.55,10,7,17,0,0,0,0,0,0,55,23,35,3,11,86,-5,-154,421,-148,159,8477425,,47.8,47.8
Miro Heiskanen,26,DAL,D,"$8,450,000",,,,79,54,19.62,3.58,1.79,24.99,7,37,44,2,18,20,0,0,0,15,83,15,0,0,118,9,807,69,738,274,8480036,,54.0,54.0
Mitch Marner,28,VGK,RW,"$12,000,000",,,,78,54,15.52,3.46,1.56,20.54,15,45,60,4,17,21,1,0,1,26,33,12,30,26,106,8,862,60,889,290,8478483,,54.2,54.2
Mitchell Chaffee,28,TBL,RW,"$800,000",,,,66,46,10.06,1.01,0.40,11.47,7,7,14,2,1,3,0,0,0,107,20,11,4,9,47,-2,-409,646,-382,120,8482070,,45.9,45.9
Morgan Barron,27,WPG,"C,LW","$1,850,000",,,,77,54,9.76,0.13,1.60,11.50,8,7,15,0,0,0,1,1,2,90,32,15,236,171,69,1,-134,405,-128,186,8480289,,53.5,53.5
Morgan Frost,26,CGY,C,"$4,375,000",,,,80,54,12.60,3.08,0.02,15.70,12,20,32,3,8,11,0,0,0,38,38,17,360,316,96,-3,309,205,487,266,8480028,,53.7,53.7
Morgan Geekie,27,BOS,"C,LW","$5,500,000",,,,78,52,14.36,2.60,0.04,17.00,21,18,39,5,6,11,0,0,0,87,26,17,85,108,109,-1,560,119,566,261,8479987,,52.3,52.3
Morgan Rielly,31,TOR,D,"$7,500,000",,,,80,56,19.47,2.18,0.34,22.00,6,28,34,1,9,10,0,0,0,27,83,14,0,0,100,-4,408,168,339,221,8476853,,55.6,55.6
Moritz Seider,24,DET,D,"$8,550,000",,,,82,56,19.96,3.10,1.87,24.92,6,30,36,2,14,16,0,0,0,121,120,35,0,0,121,3,1207,25,1138,304,8481542,,56.0,56.0
Nate Danielson,21,DET,C,"$875,000",,,,74,51,11.40,0.79,0.38,12.57,9,12,21,1,2,3,0,0,0,44,23,16,73,118,68,-1,-409,647,-231,150,8484160,,50.5,50.5
Nate Schmidt,34,UTA,D,"$3,500,000",,,,78,52,16.77,1.40,1.28,19.45,3,15,18,1,4,5,0,0,0,56,54,12,0,0,62,12,-167,431,-236,148,8477220,,52.3,52.3
Nathan Bastian,28,DAL,RW,"$775,000",,,,75,51,8.98,0.22,0.46,9.65,5,6,11,0,0,0,0,0,0,118,23,21,3,6,42,-1,-405,640,-378,114,8479414,,51.2,51.2
Nathan Legare,25,NJD,RW,"$875,000",,,,74,51,12.59,0.00,0.00,12.59,8,11,19,0,0,0,0,0,0,69,25,17,0,6,66,-1,-331,587,-304,140,8481594,,50.5,50.5
Nathan MacKinnon,30,COL,C,"$12,600,000",,,,80,56,17.00,4.24,0.05,21.30,31,52,83,9,17,26,0,0,0,38,41,24,551,559,222,30,2216,1,2394,563,8477492,,56.0,55.6
Nathan Walker,31,STL,"LW,RW","$775,000",,,,72,48,11.31,0.11,0.82,12.24,6,8,14,0,0,0,0,0,0,169,40,25,51,41,48,-1,-27,349,-21,156,8477573,,48.3,48.3
Nazem Kadri,35,CGY,C,"$7,000,000",,,,82,55,16.01,3.34,0.08,19.43,19,27,46,6,10,16,0,0,0,43,21,30,337,373,178,-7,977,44,1155,368,8475172,,55.0,55.0
Neal Pionk,30,WPG,D,"$7,000,000",,,,80,56,18.13,1.58,2.26,21.97,5,21,26,2,6,8,0,1,1,102,87,32,0,0,100,0,600,106,532,233,8480145,,56.0,55.6
Nic Dowd,35,WSH,C,"$3,000,000",,,,80,55,12.31,0.08,2.53,14.93,8,11,19,0,0,0,1,0,1,94,52,28,387,351,57,3,72,294,250,219,8475343,,55.0,54.6
Nicholas Robertson,24,TOR,"LW,RW","$1,825,000",,,,73,51,11.67,1.09,0.11,12.88,11,12,23,2,2,4,0,0,0,55,26,7,5,4,89,-2,-212,477,-206,169,8481582,,50.7,50.7
Nick Bjugstad,33,STL,"C,RW","$1,750,000",,,,76,51,10.99,0.48,0.63,12.10,9,8,17,1,1,2,0,0,0,87,26,18,172,168,77,0,-107,386,-80,182,8475760,,51.0,51.0
Nick Blankenburg,27,NSH,D,"$775,000",,,,62,43,15.82,1.66,1.76,19.24,5,12,17,1,5,6,0,0,0,42,54,12,0,0,59,-4,-206,473,-275,135,8483565,,43.1,43.1
Nick Cousins,32,OTT,LW,"$825,000",,,,78,54,10.89,0.12,0.01,11.02,7,9,16,0,0,0,0,0,0,99,28,30,14,16,58,1,-168,432,-162,145,8476393,,54.2,54.2
Nick DeSimone,31,UTA,D,"$800,000",,,,39,26,15.69,0.01,0.34,16.04,2,5,7,0,0,0,0,0,0,15,27,4,0,0,29,1,-857,782,-925,59,8480084,,26.2,26.2
Nick Foligno,38,CHI,LW,"$4,500,000",,,,76,50,11.43,0.96,1.99,14.38,7,12,19,2,2,4,1,0,1,129,27,27,241,226,60,-6,185,240,191,195,8473422,,50.0,52.8
Nick Jensen,35,OTT,D,"$4,050,000",,,,74,51,16.69,0.15,1.62,18.47,2,13,15,0,1,1,0,0,0,38,63,8,0,0,45,-2,-396,635,-464,112,8475324,,51.4,51.4
Nick Leddy,34,SJS,D,"$4,000,000",,,,78,52,16.73,0.12,1.21,18.07,2,10,12,0,0,0,0,0,0,13,59,10,0,0,32,-5,-569,721,-638,84,8475181,,52.3,52.3
Nick Paul,30,TBL,"C,RW","$3,150,000",,,,76,53,14.30,1.54,0.55,16.40,13,12,25,2,2,4,0,0,0,59,27,16,299,284,87,0,137,269,164,226,8477426,,52.8,52.8
Nick Perbix,27,NSH,D,"$2,750,000",,,,76,53,16.80,0.10,1.54,18.44,4,12,16,0,0,0,0,0,0,36,61,14,0,0,58,-2,-304,561,-373,127,8480246,,52.8,52.8
Nick Schmaltz,29,UTA,RW,"$5,850,000",,,,82,55,15.17,3.18,0.82,19.17,18,29,47,6,8,14,0,1,1,15,33,10,129,170,122,-2,575,115,602,275,8477951,,55.0,55.0
Nick Seeler,32,PHI,D,"$2,700,000",,,,78,54,16.50,0.05,1.92,18.46,2,10,12,0,0,0,0,1,1,98,125,33,0,0,65,3,233,228,165,177,8476372,,54.2,54.2
Nick Suzuki,26,MTL,C,"$7,875,000",,,,82,58,16.40,3.36,0.71,20.47,21,38,59,6,14,20,0,1,1,43,48,11,508,477,115,10,1189,27,1368,387,8480018,,58.0,58.0
Nico Hischier,27,NJD,C,"$7,250,000",,,,77,53,15.68,2.93,1.97,20.58,21,29,50,6,8,14,1,0,1,38,46,11,614,499,129,5,1011,42,1189,394,8480002,,52.6,52.6
Nico Sturm,30,MIN,C,"$2,000,000",,,,72,49,9.46,0.14,1.40,11.00,6,6,12,0,0,0,0,1,1,77,27,9,208,166,46,-5,-570,722,-392,139,8481477,,49.2,49.2
Nicolas Deslauriers,34,PHI,LW,"$1,750,000",,,,70,49,7.83,0.07,0.12,8.02,3,4,7,0,0,0,0,0,0,144,15,35,3,2,36,-3,-316,572,-310,108,8475235,,48.7,48.7
Nicolas Hague,27,NSH,D,"$5,500,000",,,,74,51,17.54,0.07,1.34,18.95,3,8,11,0,0,0,0,0,0,78,61,24,0,0,58,-4,-199,466,-267,131,8479980,,51.4,51.4
Nicolas Roy,28,TOR,C,"$3,000,000",,,,80,56,12.60,1.01,1.43,15.05,10,14,24,2,2,4,1,0,1,61,34,21,333,304,70,-2,14,327,192,218,8478462,,55.6,55.6
Nikita Chibrikov,22,WPG,LW,"$875,000",,,,74,51,11.50,0.40,0.39,12.29,8,10,18,1,1,2,0,0,0,66,25,19,0,0,64,-1,-290,545,-283,139,8482787,,51.4,51.4
Nikita Grebenkin,22,PHI,LW,"$875,000",,,,74,51,11.15,0.33,0.33,11.81,7,10,17,1,1,2,0,0,0,76,22,19,5,2,57,-2,-315,569,-309,132,8483733,,51.4,51.4
Nikita Kucherov,32,TBL,RW,"$9,500,000",,,,78,54,16.37,3.88,0.01,20.26,24,53,77,6,22,28,0,0,0,18,21,19,0,0,165,15,1491,6,1517,390,8476453,,54.2,54.2
Nikita Nesterenko,24,ANA,"C,LW","$787,500",,,,38,26,10.91,0.11,0.48,11.51,4,5,9,0,0,0,0,0,0,51,10,4,9,11,29,0,-851,780,-845,68,8481754,,26.0,26.0
Nikita Zadorov,30,BOS,D,"$5,000,000",,,,80,54,18.29,0.14,2.76,21.19,5,12,17,0,1,1,0,1,1,151,68,80,0,0,71,2,740,81,671,210,8477507,,53.7,53.7
Niko Mikkola,29,FLA,D,"$2,500,000",,,,78,55,17.75,0.12,1.92,19.79,3,9,12,0,0,0,0,1,1,81,67,41,0,0,67,10,42,312,-27,160,8478859,,55.2,55.2
Nikolaj Ehlers,29,CAR,"LW,RW","$8,500,000",,,,78,54,13.16,2.79,0.01,15.96,15,29,44,4,11,15,0,0,0,21,20,14,12,20,136,5,492,140,498,267,8477940,,54.2,54.2
Nikolas Matinpalo,27,OTT,D,"$875,000",,,,54,38,13.42,0.00,0.40,13.81,2,5,7,0,0,0,0,0,0,28,35,14,0,0,38,1,-669,750,-737,79,8484321,,37.5,37.5
Nils Aman,25,VAN,C,"$825,000",,,,40,27,10.17,0.21,0.52,10.90,3,5,8,0,0,0,0,0,0,26,11,5,38,56,19,-1,-1104,800,-926,53,8482496,,27.3,27.3
Nils Hoglander,25,VAN,"LW,RW","$3,000,000",,,,62,42,11.68,0.81,0.01,12.50,8,9,17,1,1,2,0,0,0,45,13,14,0,1,52,3,-494,698,-488,116,8481535,,45.0,42.3
Nils Lundkvist,25,DAL,D,"$1,250,000",,,,71,48,14.89,0.34,0.05,15.29,3,10,13,0,1,1,0,0,0,30,45,18,0,0,61,2,-383,626,-451,120,8480878,,55.0,48.5
Nino Niederreiter,33,WPG,LW,"$4,000,000",,,,82,57,12.79,1.56,0.00,14.35,14,13,27,3,3,6,0,0,0,89,27,17,9,9,98,5,131,272,137,209,8475799,,57.0,57.0
Noah Cates,26,PHI,C,"$4,000,000",,,,78,54,13.36,1.58,1.69,16.63,12,16,28,2,3,5,0,1,1,56,43,10,302,435,83,5,47,307,225,220,8480220,,54.2,54.2
Noah Dobson,26,MTL,D,"$9,500,000",,,,80,57,19.10,1.80,1.50,22.40,7,28,35,1,8,9,0,1,1,36,107,21,0,0,118,-1,652,94,584,256,8480865,,56.6,56.6
Noah Gregor,27,FLA,"LW,RW",$1,,,,70,50,9.48,0.18,0.66,10.32,5,6,11,0,0,0,0,0,0,76,24,15,23,32,64,-4,-472,687,-466,121,8479393,,49.5,49.5
Noah Hanifin,29,VGK,D,"$7,350,000",,,,80,56,20.17,1.30,1.37,22.84,6,21,27,1,5,6,0,0,0,31,83,13,0,0,111,3,234,227,166,216,8478396,,55.6,55.6
Noah Juulsen,28,PHI,D,"$900,000",,,,67,47,12.47,0.03,2.05,14.55,1,5,6,0,0,0,0,0,0,106,57,16,0,0,29,-3,-405,641,-473,95,8478454,,46.6,46.6
Noah Laba,22,NYR,C,"$875,000",,,,74,50,11.95,0.37,0.77,13.09,8,10,18,1,1,2,0,0,0,51,29,18,154,147,61,0,-384,628,-206,159,8483690,,49.6,49.6
Noah Ostlund,21,BUF,C,"$875,000",,,,74,51,12.16,0.82,0.31,13.29,9,12,21,1,2,3,0,0,0,34,28,16,54,179,69,0,-427,662,-249,140,8483500,,50.5,50.5
Noah Philp,27,EDM,C,"$875,000",,,,74,50,11.03,0.33,0.31,11.67,8,9,17,1,1,2,0,0,0,73,20,15,130,95,59,-4,-435,669,-257,152,8481491,,50.0,50.5
Noel Acciari,34,PIT,"C,RW","$2,000,000",,,,78,54,10.78,0.10,2.28,13.16,5,7,12,0,0,0,0,1,1,103,65,10,206,162,51,-3,-180,447,-153,166,8478569,,55.0,54.2
Olen Zellweger,22,ANA,D,"$844,167",,,,76,52,17.07,1.92,0.17,19.16,7,15,22,1,5,6,0,0,0,28,66,18,0,0,104,-3,94,287,25,193,8482803,,51.9,51.9
Oliver Bjorkstrand,30,TBL,"LW,RW","$5,400,000",,,,78,54,11.58,2.71,0.00,14.29,12,19,31,5,7,12,0,0,0,51,24,8,9,12,96,-2,99,283,105,201,8477416,,54.2,54.2
Oliver Ekman-Larsson,34,TOR,D,"$3,500,000",,,,76,53,18.20,1.66,0.93,20.79,4,21,25,1,6,7,0,0,0,72,56,35,0,0,80,4,329,197,260,194,8475171,,52.8,52.8
Oliver Kapanen,22,MTL,C,"$925,000",,,,76,54,10.65,0.92,0.92,12.48,10,11,21,2,2,4,0,1,1,19,29,10,148,156,70,-1,-423,658,-245,162,8482775,,53.8,53.8
Oliver Moore,21,CHI,"C,LW","$941,667",,,,76,53,12.65,0.50,0.47,13.61,10,13,23,1,1,2,0,0,0,48,28,16,13,13,76,-1,-204,471,-198,160,8484197,,52.8,52.8
Olle Lycksell,26,OTT,"LW,RW","$775,000",,,,37,26,10.69,0.41,0.00,11.10,3,5,8,0,0,0,0,0,0,10,9,5,2,2,28,-1,-985,793,-979,53,8480245,,25.7,25.7
Olli Maatta,31,UTA,D,"$3,500,000",,,,75,50,14.03,0.04,0.96,15.03,2,9,11,0,0,0,0,0,0,12,58,6,0,0,32,2,-634,743,-703,83,8476874,,52.0,50.3
Ondrej Palat,34,NJD,LW,"$6,000,000",,,,76,52,11.90,0.88,0.34,13.11,7,11,18,1,2,3,0,0,0,82,41,8,4,8,62,-1,-279,535,-273,143,8476292,,51.9,51.9
Oscar Fisker Molgaard,20,SEA,C,"$875,000",,,,74,52,12.27,0.47,0.47,13.21,9,12,21,1,1,2,0,0,0,65,26,17,28,11,73,0,-370,616,-192,160,8484168,,52.3,52.3
Oskar Back,25,DAL,"C,LW","$825,000",,,,75,51,10.75,0.08,1.59,12.42,5,9,14,0,0,0,0,1,1,25,27,6,42,32,36,0,-685,755,-679,93,8480840,,51.2,51.2
Oskar Sundqvist,31,STL,C,"$1,500,000",,,,72,48,11.27,1.03,0.97,13.26,5,11,16,2,2,4,0,0,0,59,32,19,178,204,43,-2,-390,633,-212,141,8476897,,48.3,48.3
Owen Beck,21,MTL,C,"$875,000",,,,74,52,12.34,0.47,0.47,13.27,9,12,21,1,1,2,0,0,0,61,26,17,38,27,72,-1,-376,623,-198,159,8483424,,52.3,52.3
Owen Pickering,22,PIT,D,"$886,667",,,,70,49,13.06,0.02,1.18,14.26,2,7,9,0,0,0,0,0,0,22,43,11,0,0,35,-2,-651,745,-719,78,8483503,,48.7,48.7
Owen Power,23,BUF,D,"$8,350,000",,,,78,53,17.70,1.52,1.67,20.88,5,18,23,1,4,5,0,1,1,24,62,12,0,0,78,-5,-69,369,-138,162,8482671,,53.3,53.3
Owen Tippett,26,PHI,"LW,RW","$6,200,000",,,,78,54,14.23,2.00,0.19,16.41,17,16,33,3,3,6,0,0,0,89,39,12,2,2,139,2,369,180,375,261,8480015,,54.2,54.2
Ozzy Wiesblatt,23,NSH,RW,"$875,000",,,,74,51,11.25,0.29,0.55,12.10,7,10,17,0,1,1,0,0,0,105,24,23,1,6,62,-3,-219,484,-192,144,8482103,,51.4,51.4
Pierre-Olivier Joseph,26,VAN,D,"$775,000",,,,66,45,14.36,0.06,0.79,15.20,2,7,9,0,0,0,0,0,0,33,36,22,0,0,40,-2,-530,707,-599,89,8480058,,45.1,45.1
Parker Ford,25,WPG,C,"$875,000",,,,74,51,11.11,0.37,0.62,12.10,8,10,18,1,1,2,0,0,0,78,28,16,74,85,61,-2,-398,637,-220,149,8484135,,51.4,51.4
Parker Kelly,26,COL,"C,LW","$825,000",,,,80,56,9.86,0.14,2.27,12.26,8,9,17,0,0,0,1,1,2,126,45,22,80,110,69,3,-1,336,5,176,8480448,,56.0,55.6
Parker Wotherspoon,28,PIT,D,"$1,000,000",,,,61,42,17.95,0.11,2.02,20.08,1,9,10,0,0,0,0,0,0,69,61,16,0,0,37,1,-386,630,-455,104,8478450,,42.4,42.4
Patrick Giles,26,SJS,C,"$875,000",,,,74,50,12.13,0.05,0.40,12.57,8,11,19,0,0,0,0,0,0,64,26,16,44,29,65,0,-470,686,-292,147,8480825,,49.6,49.6
Patrick Kane,37,DET,RW,"$3,000,000",,,,73,50,14.00,3.24,0.01,17.25,14,28,42,4,14,18,0,0,0,13,15,9,1,3,125,-12,351,191,378,240,8474141,,49.9,49.9
Patrik Laine,27,MTL,"LW,RW","$8,700,000",,,,72,23,11.41,2.79,0.00,14.20,7,7,14,3,2,5,0,0,0,11,12,6,10,11,48,-4,-679,753,-673,94,8479339,,23.0,50.9
Paul Cotter,26,NJD,LW,"$775,000",,,,78,53,12.29,0.43,0.03,12.75,8,9,17,1,1,2,0,0,0,147,19,18,21,19,62,-6,-120,394,-114,154,8481032,,53.3,53.3
Pavel Buchnevich,30,STL,"C,LW,RW","$8,000,000",,,,76,51,14.40,2.48,1.28,18.16,13,22,35,4,7,11,0,1,1,29,24,18,19,34,91,-2,196,237,202,205,8477402,,51.0,51.0
Pavel Dorofeyev,25,VGK,"LW,RW","$1,835,000",,,,78,54,13.88,2.91,0.00,16.79,21,17,38,9,6,15,0,0,0,23,28,15,0,2,142,1,456,151,462,268,8481604,,54.2,54.2
Pavel Mintyukov,22,ANA,D,"$918,333",,,,74,51,14.62,0.73,1.06,16.40,4,13,17,0,2,2,0,0,0,44,59,11,0,0,51,-7,-286,540,-354,123,8483490,,50.5,50.5
Pavel Zacha,28,BOS,"C,LW","$4,750,000",,,,81,54,13.32,2.92,1.67,17.91,13,22,35,4,8,12,1,0,1,54,23,16,324,277,85,-3,474,145,480,257,8478401,,54.3,54.3
Peyton Krebs,25,BUF,"C,RW","$1,450,000",,,,81,55,13.13,0.43,0.32,13.88,6,13,19,1,1,2,0,0,0,113,27,38,191,243,60,-6,151,261,178,179,8481522,,55.3,55.3
Philip Broberg,24,STL,D,"$4,580,917",,,,73,49,20.50,0.33,1.69,22.52,5,14,19,0,1,1,0,0,0,28,80,7,0,0,70,4,-203,469,-271,152,8481598,,49.0,49.0
Philip Tomasino,24,PIT,RW,"$1,750,000",,,,63,44,11.98,1.25,0.38,13.60,8,12,20,2,3,5,0,0,0,46,23,8,7,10,67,-3,-373,617,-346,138,8481577,,43.8,43.8
Philipp Kurashev,26,SJS,"C,LW","$1,200,000",,,,60,40,13.58,1.43,0.71,15.72,8,11,19,1,2,3,0,0,0,35,20,11,40,37,58,-8,-417,654,-411,126,8480798,,40.2,40.2
Philippe Myers,29,TOR,D,"$850,000",,,,51,35,13.93,0.01,1.18,15.12,2,4,6,0,0,0,0,0,0,59,39,10,0,0,41,-3,-621,740,-690,85,8479026,,35.5,35.5
Phillip Danault,32,LAK,C,"$5,500,000",,,,79,55,13.90,1.51,1.46,16.87,8,19,27,2,4,6,0,1,1,47,39,17,421,367,85,5,152,259,330,253,8476479,,54.9,54.9
Pierre Engvall,29,NYI,LW,"$3,000,000",,,,68,0,11.88,0.34,0.00,12.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1343,804,-1337,0,8478115,,0.0,46.4
Pierre-Luc Dubois,27,WSH,C,"$8,500,000",,,,82,17,14.24,2.05,0.19,16.48,4,6,10,1,1,2,0,0,0,16,11,12,101,120,30,1,-906,787,-728,82,8479400,,17.0,56.0
Pius Suter,29,STL,"C,LW","$4,125,000",,,,77,52,13.70,1.39,1.68,16.77,13,13,26,2,3,5,1,0,1,36,23,11,237,265,83,3,11,331,17,204,8480459,,54.0,51.6
Pontus Holmberg,26,TBL,"C,LW","$1,550,000",,,,72,50,12.01,0.20,0.60,12.81,7,10,17,0,0,0,0,0,0,47,38,18,55,83,52,4,-346,597,-340,131,8480995,,50.0,50.0
Quinn Hughes,26,VAN,D,"$7,850,000",,,,76,52,21.99,4.30,0.25,26.54,10,49,59,4,23,27,0,0,0,8,54,23,0,0,139,3,1231,23,1163,322,8480800,,51.9,51.9
Quinton Byfield,23,LAK,"C,LW","$6,250,000",,,,78,54,15.07,2.57,1.58,19.23,15,24,39,4,5,9,1,0,1,47,25,26,291,395,118,9,661,90,667,283,8482124,,54.2,54.2
Radek Faksa,32,DAL,C,"$2,000,000",,,,78,53,10.10,0.12,1.70,11.91,5,8,13,0,0,0,0,1,1,77,36,15,236,182,41,0,-453,683,-275,150,8476889,,53.3,53.3
Radko Gudas,35,ANA,D,"$4,000,000",,,,78,53,15.71,0.04,2.15,17.89,2,10,12,0,0,0,0,0,0,164,103,46,0,0,65,-2,443,156,374,189,8475462,,53.3,53.3
Rasmus Andersson,29,CGY,D,"$4,550,000",,,,80,54,18.85,2.35,2.64,23.84,8,20,28,2,8,10,0,1,1,27,114,35,0,0,112,-8,661,89,592,243,8478397,,53.7,53.7
Rasmus Dahlin,25,BUF,D,"$11,000,000",,,,76,52,20.46,3.23,0.84,24.53,10,33,43,3,13,16,0,0,0,61,73,37,0,0,138,-3,1080,37,1011,301,8480839,,51.9,51.9
Rasmus Ristolainen,31,PHI,D,"$5,100,000",,,,65,45,17.33,0.99,1.66,19.98,3,10,13,0,3,3,0,0,0,68,71,12,0,0,68,4,-182,450,-251,147,8477499,,52.0,45.2
Rasmus Sandin,25,WSH,D,"$4,600,000",,,,80,55,16.52,1.16,0.93,18.61,4,17,21,0,4,4,0,0,0,75,79,16,0,0,61,7,65,299,-4,168,8480873,,54.6,54.6
