Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,Goals,Assists,Points,PPG,PPA,PP Points,SHG,SHA,SHP,Hits,BLK,PIM,FOW,FOL,SOG,"""+/-""",VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
Vincent Iorio,23,SJS,D,"$875,000",,,,74,50,15.70,0.41,0.74,16.85,3,11,14,0,1,1,0,0,0,46,63,22,0,0,53,-3,-232,500,-301,126,8482861,,49.6,49.6
Vincent Trocheck,32,NYR,C,"$5,625,000",,,,82,55,16.00,2.29,1.89,20.19,17,25,42,4,5,9,1,1,2,169,55,31,583,435,117,-5,1268,20,1446,397,8476389,,55.0,55.0
Vincent Hinostroza,31,MIN,RW,"$875,000",,,,74,43,10.97,0.88,0.03,11.87,6,10,16,2,1,3,0,0,0,38,14,9,17,20,51,-3,-578,724,-551,108,8476994,,43.0,50.5
Vladimir Tarasenko,34,MIN,RW,"$4,750,000",,,,80,55,12.02,2.44,0.02,14.48,10,20,30,3,8,11,0,0,0,44,26,5,0,0,90,-7,-30,353,-4,185,8475765,,54.6,54.6
Vladislav Gavrikov,30,NYR,D,"$7,000,000",,,,82,55,20.38,0.10,2.79,23.27,4,15,19,0,0,0,0,1,1,25,92,25,0,0,75,13,4,332,-65,172,8478882,,55.0,55.0
Vladislav Kolyachonok,24,DAL,D,"$775,000",,,,50,34,12.03,0.01,0.30,12.34,2,5,7,0,0,0,0,0,0,24,28,6,0,0,22,1,-829,776,-898,56,8481609,,34.1,34.1
Vladislav Namestnikov,33,WPG,"C,LW","$3,000,000",,,,77,54,12.17,1.47,1.07,14.71,10,14,24,2,3,5,0,1,1,69,33,19,123,168,68,3,33,319,39,181,8476480,,53.5,53.5
Warren Foegele,29,LAK,"LW,RW","$3,500,000",,,,82,56,12.56,0.58,1.35,14.49,14,13,27,1,1,2,1,0,1,57,24,19,15,20,108,7,17,326,23,207,8477998,,56.0,57.0
Will Borgen,29,NYR,D,"$4,100,000",,,,82,55,16.19,0.08,1.71,17.98,2,11,13,0,0,0,0,0,0,88,74,22,0,0,53,-1,-119,393,-187,138,8478840,,55.0,55.0
Will Cuylle,23,NYR,LW,"$3,900,000",,,,81,54,14.25,1.09,1.09,16.42,15,15,30,3,2,5,1,0,1,187,40,33,22,23,108,-3,678,87,684,260,8482157,,54.3,54.3
Will Smith,20,SJS,"C,RW","$950,000",,,,75,50,14.33,2.98,0.05,17.36,16,22,38,5,8,13,0,0,0,12,13,13,21,44,104,-7,182,241,208,214,8484227,,50.3,50.3
William Carrier,31,CAR,"LW,RW","$2,000,000",,,,78,54,11.00,0.10,0.16,11.26,8,10,18,0,0,0,0,0,0,138,21,18,2,2,67,5,-151,418,-145,159,8477478,,54.2,54.2
William Eklund,23,SJS,"LW,RW","$863,333",,,,76,51,15.62,3.30,0.71,19.64,16,22,38,5,9,14,0,1,1,38,40,21,5,21,103,-10,459,150,465,232,8482667,,51.0,51.0
William Karlsson,33,VGK,C,"$5,900,000",,,,78,51,13.22,1.33,1.43,15.99,12,17,29,1,4,5,1,0,1,17,36,9,352,256,103,6,20,325,198,257,8476448,,51.0,54.2
William Nylander,29,TOR,RW,"$11,500,000",,,,82,57,16.67,3.16,0.15,19.98,25,39,64,6,13,19,0,0,0,10,23,19,43,55,161,4,1097,35,1124,350,8477939,,57.0,57.0
Wyatt Johnston,22,DAL,"C,RW","$8,400,000",,,,82,56,15.81,3.25,1.22,20.27,26,32,58,12,10,22,1,0,1,26,39,15,307,302,152,3,1283,17,1310,383,8482740,,56.0,56.0
Wyatt Kaiser,23,CHI,D,$1,,,,74,51,16.97,0.06,1.83,18.86,3,10,13,0,0,0,0,0,0,39,67,23,0,0,52,-1,-264,526,-333,123,8482176,,51.4,51.4
Yakov Trenin,29,MIN,"LW,RW","$3,500,000",,,,76,52,11.91,0.10,1.23,13.24,7,7,14,0,0,0,1,0,1,206,27,27,38,60,65,0,79,291,85,173,8478508,,51.9,51.9
Yan Kuznetsov,23,CGY,D,"$875,000",,,,74,50,17.08,0.37,0.95,18.40,3,12,15,0,1,1,0,0,0,59,71,17,0,0,61,0,-173,441,-241,141,8482165,,49.6,49.6
Yanni Gourde,34,TBL,C,"$2,333,333",,,,76,53,13.96,0.35,1.74,16.04,10,15,25,1,1,2,1,0,1,78,34,35,244,285,80,3,138,268,316,219,8476826,,52.8,52.8
Yegor Chinakhov,24,CBJ,"LW,RW","$2,100,000",,,,70,48,11.61,1.25,0.10,12.96,10,11,21,2,2,4,0,0,0,59,19,7,0,1,80,-3,-302,556,-296,153,8482475,,47.8,47.8
Yegor Sharangovich,27,CGY,"C,LW,RW","$5,750,000",,,,76,51,12.67,2.02,0.72,15.41,11,15,26,3,4,7,0,1,1,10,24,6,43,71,85,-7,-220,486,-214,163,8481068,,51.0,51.0
Zach Benson,20,BUF,LW,"$950,000",,,,75,51,13.86,1.97,0.82,16.65,11,19,30,3,4,7,0,0,0,25,26,29,5,6,90,2,112,282,118,193,8484145,,51.2,51.2
Zach Bogosian,35,MIN,D,"$1,250,000",,,,76,52,13.82,0.04,1.51,15.37,2,7,9,0,0,0,0,0,0,56,56,24,0,0,48,0,-347,599,-416,112,8474567,,51.9,51.9
Zach Hyman,33,EDM,RW,"$5,500,000",,,,74,51,16.32,2.88,0.05,19.25,22,18,40,6,4,10,0,0,0,85,20,23,1,5,141,11,599,107,625,287,8475786,,50.5,50.5
Zach Metsa,27,BUF,D,"$875,000",,,,74,51,14.99,0.44,0.44,15.86,3,11,14,0,2,2,0,0,0,45,58,19,0,0,54,1,-264,525,-333,127,8484305,,50.5,50.5
Zach Werenski,28,CBJ,D,"$9,583,333",,,,80,55,22.26,2.87,1.34,26.46,13,38,51,2,14,16,0,1,1,27,92,13,0,0,191,3,1151,29,1082,358,8478460,,54.6,54.6
Zach Whitecloud,29,VGK,D,"$2,750,000",,,,76,53,16.47,0.05,1.40,17.93,2,9,11,0,0,0,0,0,0,82,71,26,0,0,45,1,-169,435,-238,127,8480727,,52.8,52.8
Zach Aston-Reese,31,CBJ,LW,"$875,000",,,,74,51,10.43,0.02,0.99,11.43,5,7,12,0,0,0,0,0,0,118,32,15,6,34,51,0,-359,609,-353,123,8479944,,50.5,50.5
Zachary L'Heureux,22,NSH,"LW,RW","$863,334",,,,74,51,11.45,0.53,0.00,11.98,8,10,18,1,1,2,0,0,0,161,17,30,0,3,69,-1,47,305,54,170,8482742,,53.0,51.4
Zachary Bolduc,22,MTL,"LW,RW","$863,334",,,,75,53,11.79,1.72,0.03,13.53,13,14,27,5,4,9,0,0,0,82,29,19,14,12,88,1,163,252,169,201,8482737,,53.0,53.0
Zack MacEwen,29,NJD,RW,"$775,000",,,,40,27,7.59,0.17,0.00,7.76,3,3,6,0,0,0,0,0,0,52,8,13,9,13,24,0,-867,783,-840,60,8479772,,53.0,27.3
Zack Ostapchuk,22,SJS,"C,LW","$875,000",,,,74,50,9.22,0.15,0.34,9.72,4,6,10,0,0,0,0,0,0,104,21,25,156,151,31,-4,-326,584,-320,121,8482859,,49.6,49.6
Zakhar Bardakov,24,COL,LW,"$875,000",,,,74,51,9.71,0.34,0.38,10.43,7,10,17,1,1,2,0,0,0,56,21,12,97,120,55,1,-373,621,-367,134,8482947,,51.4,51.4
Zayne Parekh,19,CGY,D,"$942,500",,,,76,45,14.81,2.12,0.36,17.29,4,13,17,1,5,6,0,0,0,31,45,18,0,0,62,0,-209,475,-278,136,8484768,,45.0,51.0
Zeev Buium,20,MIN,D,"$966,500",,,,78,53,15.94,2.98,0.26,19.18,6,20,26,2,9,11,0,0,0,29,50,24,0,0,76,-5,172,247,103,176,8484798,,53.3,53.3
Zemgus Girgensons,32,TBL,"C,LW","$850,000",,,,80,56,12.16,0.07,1.62,13.85,8,7,15,0,0,0,0,1,1,140,41,21,78,98,67,-2,-36,358,-30,169,8476878,,55.6,55.6
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
,,,#N/A,"$875,000",,,,74,#N/A,#N/A,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5000,808,#N/A,#N/A,#N/A,,#N/A,#N/A
