Player Name,Team,Age,Positions,FP,FP/GP,GP,TOI,PP TOI,G,A,P,SOG,PPG,PPP,BLK,HIT,plus_minus,GWG,FOW,FOL,FO%,Extra,Extra
Olen Zellweger,ANA,22,D,153.2,2.55,60,19.0,1.1,6.0,12.6,18.6,111.9,0.7,2.9,77.3,42.6,-0.4,0.8,0.0,0.0,0%,,
Yanni Gourde,T.B,33,C,153.0,2.51,61,16.8,0.2,9.1,18.2,27.3,100.7,0.2,0.6,40.1,100.2,6.0,1.7,322.9,356.0,48%,,
William Karlsson,VGK,32,C,152.8,2.50,61,13.4,0.5,11.3,14.5,25.8,106.7,0.9,2.5,38.8,27.9,5.9,2.0,362.3,270.4,57%,,
Rasmus Ristolainen,PHI,31,D,152.6,2.46,62,20.6,1.0,3.9,14.2,18.0,96.6,0.2,2.6,95.2,89.8,-2.4,0.6,0.0,0.0,0%,,
Jordan Spence,OTT,24,D,152.5,2.50,61,18.3,1.2,3.6,22.3,25.9,80.1,0.4,4.3,61.3,64.1,4.7,0.6,0.0,0.0,0%,,
Matvei Gridin,CGY,19,RW,152.0,2.62,58,14.7,1.0,13.0,12.9,25.9,110.4,1.1,2.6,33.0,48.0,-4.9,1.6,0.0,58.0,0%,,
Mattias Samuelsson,BUF,25,D,151.6,2.53,60,22.2,0.0,5.9,13.1,19.0,69.6,0.0,0.1,119.3,96.7,1.1,0.8,0.0,0.0,0%,,
Justin Brazeau,PIT,27,RW,151.4,2.48,61,13.5,0.9,12.9,13.8,26.7,93.1,2.4,3.8,41.6,105.5,-1.5,1.8,2.0,8.0,20%,,
Adam Henrique,EDM,35,"C,LW",151.1,2.60,58,15.3,1.4,9.9,13.5,23.4,88.2,2.1,5.5,62.8,47.7,2.2,1.5,372.3,305.7,55%,,
Nick Seeler,PHI,32,D,150.8,2.43,62,18.8,0.0,2.2,13.0,15.1,77.4,0.0,0.0,133.4,105.6,-2.7,0.3,0.0,0.0,0%,,
Warren Foegele,L.A,29,RW,149.8,2.50,60,14.1,0.3,13.8,12.6,26.4,116.8,0.3,0.7,23.1,60.9,3.4,2.2,11.1,16.6,40%,,
Mikael Backlund,CGY,36,C,149.8,2.58,58,16.5,0.9,10.4,14.3,24.7,121.7,0.6,1.8,26.0,37.1,-3.4,1.3,489.4,495.7,50%,,
Kent Johnson,CBJ,23,"C,LW,RW",149.7,2.49,60,13.4,1.6,12.3,16.3,28.6,91.8,1.6,5.2,25.7,17.0,0.3,1.8,0.7,7.6,8%,,
Zeev Buium,MIN,19,D,149.7,2.54,59,18.2,2.5,6.0,19.3,25.2,69.4,3.3,14.3,49.9,35.9,-1.5,0.9,0.0,0.0,0%,,
Barrett Hayton,UTA,25,C,149.6,2.49,60,15.4,1.5,11.2,14.8,26.0,100.6,2.6,5.6,31.5,22.9,0.2,1.7,363.1,323.4,53%,,
Vladimir Tarasenko,MIN,33,"LW,RW",149.3,2.53,59,13.9,1.9,9.4,17.5,26.9,94.6,1.8,8.2,26.3,51.4,0.1,1.5,0.4,1.6,21%,,
Kirby Dach,MTL,24,"C,RW",148.8,2.44,61,14.5,1.5,13.2,11.9,25.0,94.1,1.0,4.7,43.7,91.2,-1.7,1.9,142.9,206.8,41%,,
Kaiden Guhle,MTL,23,D,148.4,2.43,61,19.2,0.0,5.6,13.0,18.5,76.2,0.0,0.0,109.3,100.3,-1.2,0.8,0.0,0.0,0%,,
Shane Wright,SEA,21,C,147.5,2.46,60,13.2,1.5,12.7,15.7,28.4,74.7,3.3,6.4,36.9,50.8,-4.8,1.5,213.2,284.0,43%,,
Alex Killorn,ANA,36,"C,LW,RW",147.5,2.46,60,16.8,1.6,12.1,14.4,26.4,105.4,1.2,3.4,24.2,58.2,-1.3,1.7,24.3,40.1,38%,,
Alex Iafallo,WPG,31,"C,LW,RW",147.5,2.42,61,15.0,1.6,11.0,13.0,24.0,91.6,3.5,6.9,45.4,53.1,1.7,1.7,9.7,11.2,46%,,
Adam Larsson,SEA,33,D,147.4,2.46,60,21.7,0.0,4.0,13.0,17.0,74.5,0.0,0.0,118.0,83.4,-5.9,0.5,0.0,0.0,0%,,
Damon Severson,CBJ,31,D,147.3,2.46,60,19.9,0.9,5.7,16.9,22.6,75.6,0.1,1.8,79.8,54.6,0.8,0.9,0.0,0.0,0%,,
David Perron,OTT,37,"LW,RW",147.3,2.41,61,14.3,2.0,10.4,16.8,27.1,91.8,4.4,9.4,21.1,86.3,1.5,1.7,5.8,12.2,32%,,
Bobby McMann,TOR,29,LW,147.3,2.45,60,13.8,0.7,14.0,10.5,24.4,117.6,1.4,2.4,25.7,116.4,2.0,1.9,4.4,7.1,39%,,
Tyler Myers,VAN,35,D,146.7,2.49,59,20.3,0.0,4.2,14.9,19.1,69.3,0.0,0.0,109.5,74.9,-1.5,0.6,0.0,0.0,0%,,
Casey Mittelstadt,BOS,27,C,146.3,2.52,58,16.0,1.1,11.9,19.1,30.9,73.8,1.0,3.5,26.2,23.4,-4.1,1.6,285.2,323.7,47%,,
Michael Amadio,OTT,29,RW,146.0,2.39,61,15.6,0.2,12.9,14.1,27.1,88.8,0.3,0.6,39.7,90.1,3.1,2.1,35.7,34.3,51%,,
Ryan Pulock,NYI,31,D,145.7,2.47,59,21.0,0.1,3.0,14.7,17.7,70.3,0.1,0.4,114.3,69.8,-1.9,0.4,0.0,0.0,0%,,
Connor Brown,N.J,31,RW,145.6,2.39,61,15.9,0.9,12.2,12.6,24.9,104.9,0.7,1.7,33.9,29.5,0.6,1.9,14.6,23.8,38%,,
Jordan Martinook,CAR,33,LW,145.6,2.43,60,15.4,0.0,10.4,15.6,26.1,94.6,0.0,0.1,39.9,76.2,5.9,1.9,31.6,32.3,49%,,
Anthony Beauvillier,WSH,28,LW,145.0,2.42,60,15.6,0.6,11.6,10.5,22.0,125.3,0.7,1.8,28.9,96.2,3.7,2.0,18.4,18.7,50%,,
Ryan Leonard,WSH,20,RW,144.8,2.41,60,13.2,1.9,11.5,12.2,23.6,111.4,3.0,6.6,23.2,85.8,2.7,2.0,15.1,5.7,73%,,
Alexander Romanov,NYI,25,D,144.6,2.45,59,19.9,0.1,3.6,11.4,15.0,76.0,0.0,0.1,122.7,107.2,-3.5,0.5,0.0,0.0,0%,,
Denton Mateychuk,CBJ,21,D,144.4,2.41,60,20.3,0.2,7.0,13.3,20.3,66.4,0.0,0.2,100.1,51.3,1.1,1.0,0.0,0.0,0%,,
Max Domi,TOR,30,"C,LW",144.4,2.41,60,13.3,1.7,7.4,19.2,26.6,90.5,0.9,6.0,26.6,35.2,0.9,1.0,211.4,205.8,51%,,
Ryan Poehling,ANA,26,C,144.4,2.41,60,14.9,0.4,9.0,15.9,24.9,71.8,0.8,1.2,65.1,38.5,-1.5,1.2,364.2,372.2,49%,,
Brendan Gallagher,MTL,33,RW,143.9,2.36,61,13.1,1.5,11.3,14.3,25.6,103.3,2.6,4.9,20.9,64.5,0.5,1.6,3.6,8.7,29%,,
Axel Sandin-Pellikka,DET,20,D,141.2,2.35,60,18.8,2.5,4.8,16.3,21.1,75.2,0.7,8.3,63.9,38.1,-4.0,0.6,0.0,0.0,0%,,
Jordan Staal,CAR,37,C,140.8,2.35,60,15.2,0.1,12.1,14.9,27.0,86.7,0.1,0.1,32.5,102.2,5.6,2.2,619.0,479.4,56%,,
Jamie Benn,DAL,36,"C,LW",140.7,2.34,60,11.8,1.1,9.7,17.6,27.2,82.2,1.2,4.9,25.8,73.0,5.3,1.7,204.1,148.5,58%,,
Rasmus Sandin,WSH,25,D,140.5,2.34,60,18.9,1.4,3.2,17.2,20.5,61.7,0.6,4.5,87.4,73.6,3.6,0.6,0.0,0.0,0%,,
John Marino,UTA,28,D,140.0,2.33,60,21.2,0.1,3.4,20.1,23.5,63.1,0.0,0.2,75.9,30.3,-0.1,0.5,0.0,0.0,0%,,
Alexandre Carrier,MTL,29,D,140.0,2.29,61,19.0,0.0,2.6,13.4,16.1,56.1,0.0,0.0,127.3,50.9,-1.5,0.4,0.0,0.0,0%,,
Brett Howden,VGK,27,"C,LW",139.6,2.29,61,15.3,0.4,13.9,12.4,26.3,83.9,0.3,0.8,35.6,91.7,4.3,2.4,219.5,212.5,51%,,
Andrew Peeke,BOS,27,D,138.7,2.39,58,21.0,0.0,1.5,13.6,15.2,68.8,0.0,0.0,117.6,88.3,-5.1,0.2,0.0,0.0,0%,,
Ryan Strome,ANA,32,C,137.9,2.30,60,13.8,1.5,7.5,18.5,26.0,87.5,1.1,4.5,23.1,42.0,-1.6,1.0,245.7,323.6,43%,,
Sam Steel,DAL,27,C,137.5,2.29,60,17.8,0.9,8.6,17.5,26.1,83.5,1.4,3.9,27.5,61.5,3.0,1.5,148.9,138.0,52%,,
Jake Middleton,MIN,29,D,137.3,2.33,59,19.3,0.0,4.8,11.9,16.6,66.3,0.0,0.0,108.2,80.9,-0.2,0.8,0.0,0.0,0%,,
J. J. Moser,T.B,25,D,136.9,2.24,61,21.2,0.1,3.5,15.5,19.1,68.9,0.0,0.3,89.8,60.6,7.1,0.6,0.0,0.0,0%,,
Adam Lowry,WPG,32,C,136.2,2.23,61,14.3,0.1,10.1,13.4,23.5,79.7,0.1,0.2,51.0,106.7,2.5,1.5,446.1,439.9,50%,,
Michael Eyssimont,BOS,29,"C,LW",136.1,2.35,58,12.1,1.1,9.3,11.1,20.4,115.8,2.0,6.0,21.7,71.3,-3.4,1.3,3.9,6.3,38%,,
Marcus Pettersson,VAN,29,D,136.0,2.30,59,21.1,0.1,2.9,15.7,18.7,55.4,0.0,0.1,104.4,56.6,0.9,0.4,0.0,0.0,0%,,
Drew Helleson,ANA,24,D,135.8,2.26,60,19.1,0.1,4.7,14.5,19.2,67.9,0.0,0.3,87.5,87.5,-2.9,0.7,0.0,0.0,0%,,
Brett Pesce,N.J,31,D,135.4,2.22,61,19.7,0.2,2.6,10.7,13.2,73.1,0.1,0.4,117.5,33.8,2.2,0.4,0.0,0.0,0%,,
Mathieu Olivier,CBJ,28,RW,135.3,2.26,60,14.3,0.0,11.0,12.1,23.1,81.1,0.0,0.1,50.6,190.2,0.9,1.6,3.8,9.6,28%,,
Stefan Noesen,N.J,32,LW,135.2,2.22,61,13.1,1.5,11.2,12.6,23.8,93.8,3.5,6.4,20.8,89.8,2.3,1.7,31.8,36.6,46%,,
Mark Kastelic,BOS,26,"C,RW",134.9,2.33,58,15.0,0.3,8.6,10.7,19.3,91.6,0.3,1.1,60.2,184.0,-3.5,1.2,287.0,233.8,55%,,
Nikita Zadorov,BOS,30,D,134.9,2.33,58,21.5,0.1,3.8,14.1,17.9,78.1,0.0,0.1,84.3,151.3,-3.3,0.5,0.0,0.0,0%,,
Reilly Smith,VGK,34,RW,134.7,2.21,61,14.0,0.8,8.9,16.0,24.9,89.1,1.2,3.2,24.6,42.4,4.8,1.5,1.8,4.8,28%,,
Jack Drury,COL,25,C,134.5,2.24,60,16.0,0.0,8.7,12.4,21.1,88.9,0.0,0.1,53.4,40.5,7.2,1.5,436.2,346.1,56%,,
Vasily Podkolzin,EDM,24,"LW,RW",134.4,2.32,58,16.1,0.0,8.5,13.9,22.4,93.9,0.0,0.0,40.5,163.8,3.4,1.3,13.5,31.5,30%,,
Nate Schmidt,UTA,34,D,134.3,2.24,60,21.3,1.3,3.9,14.9,18.8,78.2,0.4,3.1,71.1,74.1,2.2,0.6,0.0,0.0,0%,,
Braden Schneider,NYR,24,D,133.8,2.27,59,18.5,0.6,3.9,11.8,15.7,72.8,0.2,1.0,98.7,108.7,-0.7,0.7,0.0,0.0,0%,,
Ben Chiarot,DET,34,D,133.7,2.23,60,20.5,0.1,3.7,9.9,13.6,74.8,0.0,0.3,110.5,102.7,-3.8,0.5,0.0,0.0,0%,,
Miles Wood,CBJ,30,LW,133.7,2.23,60,13.9,0.0,10.8,9.6,20.3,117.6,0.0,0.0,27.8,78.0,-0.2,1.6,7.7,20.2,28%,,
Yegor Sharangovich,CGY,27,"C,LW,RW",133.0,2.29,58,13.6,1.8,12.2,12.2,24.4,87.0,3.1,6.3,20.3,20.0,-5.7,1.5,62.2,93.5,40%,,
Frank Vatrano,ANA,31,"C,LW",132.5,2.21,60,12.0,0.2,9.9,9.8,19.7,105.7,0.3,0.6,40.1,100.2,-3.2,1.4,7.6,10.9,41%,,
Oliver Kapanen,MTL,22,C,132.1,2.17,61,13.5,0.4,12.6,10.9,23.5,79.7,0.3,1.1,41.2,40.3,-0.9,1.8,188.5,204.1,48%,,
Adam Pelech,NYI,31,D,131.9,2.24,59,19.7,0.1,1.0,14.1,15.1,82.4,0.0,0.4,90.0,53.3,-0.8,0.1,0.0,0.0,0%,,
Mason Lohrei,BOS,24,D,131.3,2.26,58,16.2,1.4,4.0,17.2,21.2,53.5,1.2,8.0,66.0,30.3,-5.2,0.6,0.0,0.0,0%,,
Dylan Demelo,WPG,32,D,131.3,2.15,61,20.8,0.1,2.6,16.1,18.8,56.5,0.0,0.4,92.8,89.7,3.9,0.4,0.0,0.0,0%,,
Tony Deangelo,NYI,30,D,131.3,2.22,59,16.3,1.2,4.0,15.3,19.3,87.8,0.5,2.8,53.3,35.0,-3.5,0.6,0.0,0.0,0%,,
Nick Perbix,NSH,27,D,130.7,2.14,61,19.9,0.1,4.3,13.7,18.0,69.7,0.0,0.3,83.2,53.2,-4.8,0.6,0.0,0.0,0%,,
Marco Kasper,DET,21,"C,LW",130.3,2.17,60,13.7,1.0,11.2,9.9,21.1,92.9,1.5,2.7,35.5,118.5,-2.2,1.5,212.4,253.6,46%,,
Brandon Saad,VGK,33,LW,130.2,2.13,61,15.1,0.0,10.6,11.5,22.2,102.3,0.0,0.0,25.0,17.1,5.1,1.8,12.4,24.1,34%,,
Martin Fehervary,WSH,26,D,130.1,2.17,60,18.6,0.0,3.2,13.4,16.5,61.3,0.0,0.0,99.6,93.4,2.8,0.5,0.0,0.0,0%,,
Josh Manson,COL,34,D,130.1,2.17,60,18.2,0.0,3.5,12.8,16.3,79.9,0.0,0.1,82.2,124.6,7.2,0.6,0.0,0.3,0%,,
Ian Cole,UTA,36,D,129.8,2.16,60,19.3,0.0,1.7,11.6,13.3,51.9,0.0,0.0,127.6,71.0,-0.4,0.3,0.0,0.0,0%,,
Mario Ferraro,S.J,27,D,129.3,2.19,59,20.5,0.0,2.9,10.8,13.7,64.6,0.0,0.1,111.5,94.7,-7.1,0.4,0.0,0.0,0%,,
Alexander Kerfoot,UTA,31,"C,LW,RW",129.1,2.15,60,15.3,0.3,8.6,14.0,22.6,71.6,0.3,1.3,48.5,53.7,-0.7,1.3,235.6,231.8,50%,,
J.T. Compher,DET,30,C,128.9,2.15,60,16.1,0.2,8.8,14.8,23.5,70.3,0.4,0.8,44.8,32.3,-3.3,1.2,324.4,382.4,46%,,
Timothy Liljegren,S.J,26,D,128.3,2.18,59,18.1,1.0,3.2,12.2,15.4,62.0,0.6,2.6,97.1,58.3,-6.1,0.4,0.0,0.0,0%,,
Michael Carcone,UTA,29,LW,127.5,2.12,60,12.1,0.5,11.2,10.8,21.9,102.6,0.5,1.6,17.5,77.9,0.0,1.7,2.6,5.3,33%,,
Erik Cernak,T.B,28,D,127.5,2.09,61,19.7,0.1,2.3,13.7,16.0,54.0,0.0,0.2,104.6,123.1,5.1,0.4,0.0,0.0,0%,,
Lawson Crouse,UTA,28,"LW,RW",127.4,2.12,60,14.9,0.1,10.1,8.9,19.0,100.3,0.2,0.3,40.0,141.0,0.1,1.5,20.8,30.5,49%,,
Conor Timmins,BUF,27,D,127.3,2.12,60,18.7,0.0,2.4,12.7,15.1,59.7,0.0,0.0,104.5,54.1,-0.2,0.3,0.0,0.0,0%,,
Ryan McDonagh,T.B,36,D,127.2,2.09,61,17.3,0.0,3.1,15.0,18.1,51.8,0.0,0.1,93.9,30.9,6.8,0.6,0.0,0.0,0%,,
Alex Vlasic,CHI,24,D,126.7,2.11,60,21.5,0.0,2.9,10.9,13.9,61.6,0.0,0.1,108.1,48.1,-6.8,0.4,0.0,0.0,0%,,
Teddy Blueger,VAN,31,C,126.4,2.14,59,15.8,0.0,7.3,14.9,22.2,79.7,0.0,0.0,39.6,82.9,-0.8,1.1,390.7,375.2,51%,,
Niko Mikkola,FLA,29,D,126.3,2.07,61,20.1,0.1,3.4,12.1,15.4,79.8,0.0,0.2,79.7,93.4,2.9,0.6,0.0,0.0,0%,,
Kevin Bahl,CGY,25,D,125.9,2.17,58,21.6,0.1,3.4,12.2,15.6,64.2,0.2,0.4,93.2,75.6,-3.7,0.4,0.0,0.0,0%,,
Brandon Carlo,TOR,28,D,125.5,2.09,60,20.6,0.0,2.0,9.1,11.1,66.4,0.0,0.1,117.8,68.2,0.2,0.3,0.0,0.0,0%,,
Connor Dewar,PIT,26,C,125.4,2.06,61,14.4,0.0,9.6,9.7,19.3,94.0,0.0,0.1,40.6,143.9,-3.0,1.3,72.9,104.3,41%,,
Sam Malinski,COL,27,D,125.2,2.09,60,15.3,0.1,3.6,11.5,15.1,85.6,0.1,0.4,73.3,41.5,8.7,0.6,0.0,0.0,0%,,
Dante Fabbro,CBJ,27,D,125.1,2.08,60,16.0,0.0,4.2,10.4,14.7,59.8,0.0,0.0,102.3,41.5,1.0,0.6,0.0,0.0,0%,,
Nick Bjugstad,STL,33,C,124.5,2.08,60,12.5,0.0,9.6,9.7,19.3,97.8,0.0,0.0,35.4,98.0,-0.6,1.4,258.1,273.8,49%,,
James Van Riemsdyk,DET,36,LW,124.3,2.07,60,11.6,1.4,9.8,13.8,23.7,77.2,1.9,4.0,21.4,26.3,-1.2,1.3,5.2,6.2,46%,,
Connor Zary,CGY,24,"C,LW,RW",123.6,2.13,58,14.1,1.4,10.5,11.1,21.6,86.4,1.2,4.0,23.4,40.7,-3.7,1.3,76.3,113.8,40%,,
Gabriel Landeskog,COL,33,LW,123.6,2.06,60,14.1,1.3,8.1,14.4,22.5,88.1,1.0,2.5,19.0,94.9,7.9,1.4,50.9,45.5,53%,,
Frederick Gaudreau,SEA,32,C,123.5,2.06,60,15.3,0.0,7.9,12.6,20.5,76.1,0.0,0.0,47.6,43.6,-6.4,1.0,339.5,369.6,48%,,
Ryan Lindgren,SEA,27,D,123.1,2.05,60,19.6,0.1,2.7,12.7,15.4,51.8,0.0,0.2,102.0,59.0,-5.9,0.3,0.0,0.0,0%,,
Logan Stanley,WPG,27,D,123.1,2.02,61,17.2,0.0,3.5,13.7,17.2,62.9,0.0,0.1,80.0,85.9,0.6,0.5,0.0,0.0,0%,,
Scott Laughton,TOR,31,"C,LW",122.8,2.05,60,12.8,0.0,8.1,12.4,20.6,87.3,0.0,0.0,35.0,108.7,-0.1,1.1,242.2,237.8,50%,,
Drew O'Connor,VAN,27,LW,122.8,2.08,59,14.1,0.2,9.6,10.8,20.5,85.3,0.2,0.5,36.4,55.7,-1.2,1.4,26.4,29.6,47%,,
Alex Newhook,MTL,24,C,122.4,2.01,61,14.1,1.0,11.6,11.0,22.6,79.7,1.0,2.6,24.0,66.8,-0.9,1.7,164.5,211.3,44%,,
Jiri Kulich,BUF,21,C,122.0,2.03,60,12.3,0.8,11.4,8.5,19.9,88.9,0.4,0.9,33.6,41.4,-0.1,1.6,234.9,294.9,44%,,
Jake Evans,MTL,29,C,121.7,2.00,61,15.1,0.1,8.3,14.3,22.6,63.2,0.1,0.2,44.6,79.4,-2.0,1.2,419.3,374.0,53%,,
Kaapo Kakko,SEA,24,RW,121.6,2.03,60,12.6,1.2,9.1,14.2,23.3,76.9,1.9,3.9,18.9,43.2,-5.3,1.1,19.2,19.9,0%,,
Jeff Skinner,S.J,33,LW,121.4,2.06,59,10.8,1.3,11.1,9.5,20.6,96.6,1.6,3.7,15.3,38.6,-5.4,1.4,18.4,23.3,44%,,
Collin Graf,S.J,23,RW,121.4,2.06,59,15.7,0.7,9.0,13.7,22.6,62.0,0.7,2.2,40.4,55.5,-6.5,1.1,6.2,10.5,37%,,
Jonny Brodzinski,NYR,32,C,121.1,2.05,59,12.4,0.8,11.6,10.3,21.9,84.7,0.6,1.4,23.1,39.1,0.8,2.0,105.4,104.3,50%,,
Matias MacCelli,TOR,25,LW,121.1,2.02,60,12.5,1.7,9.3,14.6,23.9,74.2,1.0,5.0,14.5,17.5,1.5,1.3,5.3,6.2,46%,,
Adam Gaudette,S.J,29,"C,RW",121.0,2.05,59,12.5,1.8,14.5,7.3,21.8,82.0,2.8,3.9,21.1,61.4,-4.7,1.8,0.5,0.5,49%,,
Mavrik Bourque,DAL,23,"C,RW",120.5,2.01,60,13.3,0.9,9.2,11.8,21.0,79.2,0.8,3.4,28.8,42.8,4.2,1.6,77.5,93.9,0%,,
Fraser Minten,BOS,21,C,120.5,2.08,58,15.4,0.1,9.8,9.1,18.8,82.7,0.1,0.3,44.7,110.3,-4.0,1.3,284.6,288.5,50%,,
Andrew Copp,DET,31,"C,LW",120.5,2.01,60,13.5,0.6,7.8,12.9,20.7,68.9,0.4,2.4,43.3,28.5,-2.6,1.0,288.1,261.5,52%,,
Brenden Dillon,N.J,35,D,120.4,1.97,61,19.7,0.0,3.9,11.8,15.7,52.7,0.0,0.1,93.7,139.9,1.3,0.6,0.0,0.0,0%,,
Sam Rinzel,CHI,21,D,120.3,2.01,60,15.2,1.6,2.2,14.1,16.4,73.0,0.4,4.5,60.2,60.4,-3.9,0.3,0.0,0.0,0%,,
Max Shabanov,NYI,25,RW,120.3,2.04,59,12.0,0.8,10.7,11.8,22.5,78.6,0.8,3.0,20.9,55.9,-1.7,1.5,0.0,5.3,0%,,
Ville Koivunen,PIT,22,RW,119.8,1.96,61,12.7,0.7,5.0,15.0,20.0,76.1,0.6,3.6,36.2,38.0,-1.4,0.7,0.4,0.5,47%,,
Josh Anderson,MTL,31,RW,119.6,1.96,61,14.9,0.0,10.7,9.4,20.1,79.9,0.0,0.1,38.4,117.1,-1.9,1.6,18.3,12.8,59%,,
Shakir Mukhamadullin,S.J,23,D,119.1,2.02,59,17.0,0.1,3.6,12.6,16.2,57.2,0.0,0.5,83.0,49.4,-5.6,0.4,0.0,0.0,0%,,
Radko Gudas,ANA,35,D,119.0,1.98,60,16.2,0.0,2.5,10.1,12.6,63.9,0.0,0.1,98.6,145.1,-1.9,0.3,0.0,0.0,0%,,
Tyler Kleven,OTT,23,D,118.6,1.94,61,18.1,0.0,2.9,8.2,11.1,73.4,0.0,0.1,96.9,85.8,-0.4,0.5,0.0,0.0,0%,,
Peyton Krebs,BUF,24,C,117.6,1.96,60,15.0,0.3,6.3,15.6,21.9,69.8,0.3,0.9,31.9,115.8,-1.0,0.9,247.4,276.2,47%,,
Nic Dowd,WSH,35,C,117.2,1.95,60,15.4,0.0,9.0,10.6,19.6,65.6,0.1,0.1,50.7,98.1,2.0,1.6,428.8,441.3,49%,,
Parker Wotherspoon,PIT,28,D,116.6,1.91,61,20.2,0.0,2.4,11.7,14.1,58.0,0.0,0.0,90.7,87.1,-1.2,0.3,0.0,0.0,0%,,
Samuel Girard,COL,27,D,116.1,1.94,60,16.8,0.0,2.4,13.7,16.1,62.2,0.0,0.1,73.5,48.9,7.1,0.4,0.0,0.0,0%,,
Nicolas Hague,NSH,26,D,116.1,1.90,61,19.8,0.1,3.8,9.5,13.3,74.6,0.0,0.1,77.7,88.5,-6.5,0.5,0.0,0.0,0%,,
Ondrej Palat,N.J,34,LW,115.9,1.90,61,13.0,1.0,8.7,9.8,18.4,72.5,1.1,2.6,43.5,88.7,1.9,1.3,2.8,10.0,0%,,
Logan O'Connor,COL,29,RW,115.6,1.93,60,14.3,0.1,9.4,10.1,19.5,76.4,0.1,0.1,37.8,59.6,6.7,1.6,23.7,34.2,41%,,
Mikey Anderson,L.A,28,D,115.5,1.92,60,19.1,0.0,3.1,11.9,15.0,53.8,0.0,0.0,87.0,75.6,2.3,0.5,0.0,0.0,0%,,
Joel Edmundson,L.A,32,D,115.5,1.92,60,18.1,0.1,3.2,10.6,13.8,68.9,0.0,0.3,78.7,71.8,1.9,0.5,0.0,0.0,0%,,
Jason Dickinson,CHI,30,C,115.4,1.92,60,14.5,0.1,9.3,9.6,19.0,69.6,0.1,0.3,46.9,87.5,-4.0,1.4,422.6,423.0,50%,,
Ryker Evans,SEA,23,D,115.4,1.92,60,17.9,0.2,4.0,13.0,17.0,51.6,0.0,0.7,75.4,77.4,-5.6,0.5,0.0,0.0,0%,,
Andrew Mangiapane,EDM,29,"LW,RW",115.2,1.99,58,13.9,0.0,10.2,12.0,22.2,71.5,0.0,0.0,25.4,55.3,2.0,1.5,3.0,3.4,46%,,
Jonas Siegenthaler,N.J,28,D,115.1,1.89,61,19.7,0.1,2.0,9.5,11.5,57.5,0.0,0.2,103.3,78.8,1.5,0.3,0.0,0.0,0%,,
Joel Armia,L.A,32,RW,114.6,1.91,60,12.9,0.0,9.3,11.2,20.5,79.5,0.0,0.0,26.6,62.2,0.3,1.5,4.0,10.6,27%,,
Jordan Greenway,BUF,28,LW,113.8,1.90,60,14.6,0.0,7.4,11.5,18.9,73.4,0.0,0.1,40.5,113.5,-0.7,1.0,16.9,38.1,31%,,
Nils Hoglander,VAN,24,LW,113.8,1.93,59,12.2,0.7,9.5,11.7,21.2,77.8,0.4,1.3,19.8,64.4,1.2,1.4,0.0,0.4,0%,,
Philip Tomasino,PIT,24,"C,RW",113.7,1.86,61,12.2,0.3,8.1,10.3,18.4,84.8,0.3,1.1,29.9,67.2,-2.5,1.1,6.2,16.2,28%,,
Zach Whitecloud,VGK,28,D,113.6,1.86,61,19.4,0.0,2.8,10.6,13.4,56.9,0.0,0.0,89.6,101.1,4.6,0.5,0.0,0.0,0%,,
Morgan Barron,WPG,26,C,113.4,1.86,61,12.3,0.0,9.4,8.7,18.1,83.4,0.0,0.0,35.0,113.1,1.6,1.4,167.2,166.8,50%,,
Michael Brandsegg-Nygård,DET,20,RW,113.3,1.89,60,12.6,1.6,6.8,11.1,17.9,86.9,1.9,4.5,23.3,121.5,-2.0,0.9,0.0,0.0,0%,,
Matt Grzelcyk,CHI,31,D,113.2,1.89,60,16.2,0.7,1.3,15.2,16.4,61.5,0.1,3.0,60.2,35.6,-2.7,0.2,0.0,0.0,0%,,
Will Borgen,NYR,28,D,112.8,1.91,59,18.2,0.0,3.1,10.6,13.6,60.1,0.0,0.1,83.4,86.3,0.2,0.5,0.0,0.0,0%,,
Cody Ceci,L.A,31,D,112.5,1.87,60,17.2,0.0,2.7,12.3,15.1,55.6,0.0,0.0,78.9,45.8,-0.1,0.4,0.0,0.0,0%,,
Nick Foligno,CHI,38,"C,LW",112.4,1.87,60,13.0,0.7,7.9,12.4,20.2,69.7,1.3,3.1,27.6,119.6,-4.7,1.1,213.1,210.9,50%,,
Pontus Holmberg,T.B,26,RW,112.2,1.84,61,12.6,0.1,7.0,12.6,19.5,66.7,0.1,0.2,40.1,63.2,6.1,1.3,96.7,115.8,46%,,
Michael Kesselring,UTA,25,D,111.8,1.86,60,15.5,0.0,3.5,11.8,15.3,75.5,0.0,0.0,56.5,58.7,0.6,0.5,0.0,0.0,0%,,
Evgenii Dadonov,N.J,36,RW,111.0,1.82,61,10.5,0.8,10.0,10.5,20.4,69.0,1.6,2.9,24.5,41.7,1.4,1.5,0.0,1.3,0%,,
Cody Glass,N.J,26,"C,RW",110.9,1.82,61,11.4,0.5,7.2,10.5,17.7,85.3,0.7,1.4,27.8,45.0,1.6,1.1,196.1,200.2,49%,,
Mathieu Joseph,STL,28,RW,110.9,1.85,60,12.4,0.0,6.0,13.4,19.4,70.9,0.0,0.0,34.4,106.5,-1.3,0.9,17.0,27.0,39%,,
Brian Dumoulin,L.A,34,D,110.8,1.85,60,18.5,0.0,2.9,11.7,14.6,55.1,0.0,0.1,78.9,52.9,-0.4,0.5,0.0,0.0,0%,,
